,player_id,total_sessions,total_events,total_revenue,purchase_events,first_country,days_since_first_session,ltv_target,will_pay_in_future,historical_payer
651,E5D646EC0009B432,1,17,0.0311,3,PH,63,0.0,0,1
652,9BFB49576903897D,2,20,0.0,0,AO,64,0.0,0,0
653,1B035720BDFA90B9,1,8,0.0079,3,BR,63,0.0,0,1
654,DCFB03E19C4567E5,2,7,0.0,0,IN,63,0.0,0,0
655,6991C9C469E1552,1,6,0.0138,2,US,63,0.0,0,1
656,85A18EA027AAA530,4,83,0.0251,6,CI,64,0.0,0,1
657,D4AC6632E39A9E01,6,13,0.0,0,US,64,0.0,0,0
658,973A286CC224A46F,3,19,0.0023,2,KE,65,0.0,0,1
659,5A0A6E8898C4E13A,1,8,0.0007,3,EG,65,0.0,0,1
660,90199B95F2C0528E,2,19,0.0502,5,JP,63,0.0,0,1
661,B856C65EAF2E1013,1,2,0.0,0,IQ,63,0.0,0,0
662,BF0D06A2F516972E,1,10,0.0147,2,CZ,63,0.0,0,1
663,5F351129BE1F50BC,1,9,0.7103,1,US,63,0.0,0,1
664,ECFCC3E508B93F25,2,6,0.0376,3,US,65,0.0,0,1
665,B9677BE1B099750A,1,1,0.0,0,DZ,64,0.0,0,0
666,793C856FAD0D8770,1,3,0.0,0,PY,65,0.0,0,0
667,77016478606FEEDC,1,1,0.0,0,US,64,0.0,0,0
668,2DA3F7B6FEF7B602,6,55,0.012600000000000002,18,ID,65,0.0,0,1
669,BBAAE754A6981FD7,1,9,0.0009,1,IN,65,0.0,0,1
670,30B933657777A005,3,27,0.0004,1,HT,65,0.0,0,1
671,30DDBEDC50E49144,1,1,0.0,0,US,65,0.0,0,0
672,97AF204082C81ADC,1,46,0.009500000000000001,8,IN,63,0.0,0,1
673,d44038dc-768d-41f6-8066-439f4abff919,1,6,0.0,0,LA,63,0.0,0,0
674,51F08E1C88FB42CA,2,22,0.1106,2,US,65,0.0,0,1
675,92ED92AAB2CCB3,5,38,0.0,0,CU,65,0.0,0,0
676,3E6B3933E384109B,4,17,0.0,0,CR,65,0.0,0,0
677,CC2884BC4FEB8EF2,1,9,0.0016,1,MY,65,0.0,0,1
678,649460DE75689CD7,1,3,0.0,0,IN,64,0.0,0,0
679,7AAE719EDD131636,1,2,0.1051,2,US,65,0.0,0,1
680,C52315221C93A7C4,1,4,0.0,0,IQ,63,0.0,0,0
681,E98DC23D72E2BC22,5,15,0.045000000000000005,11,FR,63,0.0,0,1
682,981BB69CBF6A764D,1,5,0.033,1,CA,65,0.0,0,1
683,72DD5F5BF0B3F050,2,12,0.0005,1,IN,65,0.0,0,1
684,D4726F48F70A03CF,1,19,0.029699999999999997,7,CA,64,0.0,0,1
685,46CD18BF0A40D017,1,1,0.0,0,PT,63,0.0,0,0
686,78AA88F419219C18,1,17,0.155,2,MY,65,0.0,0,1
687,72A9EE447BBF42B8,4,21,0.0026,1,AR,64,0.0,0,1
688,ED6070E13634EF41,2,18,0.0012,4,PK,63,0.0,0,1
689,E5769D028008B6C7,2,23,0.0,0,IQ,63,0.0,0,0
690,EE6199E950A69781,1,5,0.0,0,IN,63,0.0,0,0
691,80A63C28252FAE58,1,7,0.0054,1,US,65,0.0,0,1
692,BE5F604994BF0177,1,3,0.0,0,MM,64,0.0,0,0
693,1258E192A6A75558,2,3,0.0,0,LR,64,0.0,0,0
